GIỐNG - LOẠI,GIỐNG - NHU CẦU,GIỐNG - TỈNH THÀNH,QUẬN HUYỆN,GIÁ - TRIỆU ĐỒNG,DIỆN TÍCH - M2,HƯỚNG,SỐ TẦNG,SỐ PHÒNG,SỐ TOILETS,GIẤY TỜ PHÁP LÝ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5725.3,89.0,Đông Nam,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,7554.3,153.4,Tây Bắc,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4468.9,47.8,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận Tân Phú,5035.8,47.9,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,9801.0,80.8,Đông Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6712.0,55.7,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,9247.0,73.3,Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5209.4,31.5,Đông Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2505.0,62.8,,,1,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2755.3,60.9,Nam,,1,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,7435.1,72.5,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,7564.0,93.6,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,5635.7,35.3,,,1,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,9628.0,85.0,Bắc,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2860.6,72.5,Tây Bắc,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,13999.9,82.3,Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5693.3,56.7,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,8276.0,66.9,Đông,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4717.0,45.6,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,8244.4,125.9,Tây Bắc,,,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,7668.8,107.7,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,6633.1,94.4,Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4731.1,51.9,Nam,,2,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,7466.3,32.9,Đông Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,16476.8,66.8,Đông,,,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5418.5,58.1,Đông Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3985.8,108.9,,,,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4825.7,105.4,Bắc,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,16430.1,78.4,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,10448.6,151.2,Tây Nam,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3981.2,69.3,Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,17196.2,77.5,Đông Nam,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,11048.3,97.9,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,12038.6,77.5,Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,5745.5,70.3,Tây Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,,37.9,Đông,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,7324.7,31.3,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận 7,4786.8,58.2,Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,12385.6,108.2,Tây,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,6188.8,32.3,,,,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,13325.6,110.5,,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,9960.8,,,,2,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5215.1,64.2,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4355.0,59.9,Đông Bắc,,,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,13719.4,75.7,Bắc,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3662.4,43.7,,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4332.8,52.0,Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,8956.9,93.3,Đông,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,5524.1,42.6,Tây Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,7027.1,85.7,Tây Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3930.8,133.3,Tây,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,6448.9,60.0,Tây Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4751.0,54.9,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,20419.0,82.0,Tây Nam,,2,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3789.5,83.0,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,13550.1,56.9,Bắc,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4806.9,133.6,,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5862.6,103.2,Tây Nam,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,6381.3,36.9,Đông Bắc,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5078.9,96.9,,,2,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5552.1,59.8,Tây Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3824.2,146.7,Đông Nam,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,5748.3,48.1,Đông,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận Thủ Đức,8957.6,80.8,,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4902.0,41.2,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,9607.8,157.1,Đông Bắc,,,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,17455.5,81.8,Tây,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,8004.5,,,,3,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,10139.3,93.8,Đông Nam,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5122.0,122.4,Tây Nam,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,9414.7,140.4,,,,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,6395.3,100.9,Tây Bắc,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,12670.8,102.7,Bắc,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,6788.7,54.5,Đông Nam,,,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,8601.1,72.3,Đông Nam,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3731.9,138.5,Nam,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,7205.7,85.0,Đông Bắc,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,6577.3,95.2,Đông Nam,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5527.2,95.6,,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,8090.9,143.2,Đông Bắc,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,9719.2,40.0,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4955.8,45.8,Đông,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6619.9,77.7,Đông,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4872.5,100.7,Đông Nam,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,16832.7,75.4,Tây Nam,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5469.4,72.5,Tây Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,8396.6,69.9,,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,8115.9,45.4,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5268.6,49.4,,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,7833.4,100.0,Nam,,,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,9900.2,116.1,,,4,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6472.9,74.8,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1341.7,51.0,Đông Bắc,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,8405.6,35.1,Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,7879.0,67.3,Đông,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,7511.3,58.9,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận Bình Tân,3653.3,70.3,Đông Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận 3,12853.8,58.0,,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,11002.7,87.5,,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5998.1,159.7,Đông Nam,,4,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,10219.6,98.9,Tây Bắc,,3,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,12583.8,73.7,Tây Nam,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6181.3,50.5,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8213.9,74.4,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,6058.2,65.3,,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5073.5,50.8,,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,7584.1,137.2,Tây Bắc,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7246.1,59.4,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4424.4,42.0,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4424.2,137.6,Bắc,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,10221.1,146.3,Tây Bắc,,4,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4379.7,46.4,Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4134.6,120.0,Tây Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,6635.8,59.7,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,10422.5,88.6,Đông Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,12257.0,119.1,Đông Nam,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4700.7,62.3,Tây Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,6667.3,46.3,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,12423.2,113.6,,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,8604.0,137.5,Đông Nam,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,7546.4,90.8,Tây Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,9010.5,77.7,Tây Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,7588.3,70.2,,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,7775.0,62.7,Tây Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4839.0,75.1,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,6072.3,49.9,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1616.4,63.5,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,10202.7,105.0,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,5139.5,46.0,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,7110.5,111.6,Nam,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5194.4,65.4,,,,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,6013.7,28.8,Bắc,,,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8772.5,102.6,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5856.0,59.2,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,10268.5,90.9,,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,9361.0,88.8,Đông,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,15604.8,78.0,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,7645.4,64.3,,,1,1,
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận Thủ Đức,9923.2,99.9,Đông Bắc,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5391.5,130.0,Đông,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,8814.6,83.8,,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,10260.9,156.5,,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,7959.6,97.5,Tây,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3120.7,59.2,Tây,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,8320.0,83.3,Tây Nam,,,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,6533.7,36.1,Đông,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,9568.2,145.7,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,15418.7,119.4,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,6703.3,99.0,Tây Nam,,3,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,10045.5,91.0,Đông Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,14255.3,72.8,Tây Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,7207.5,72.7,Nam,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,8243.1,70.3,Tây Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,8209.4,110.6,Đông,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,9418.4,80.5,Tây Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,,159.6,Đông Bắc,,,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8829.2,78.5,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,7030.7,95.1,Tây,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5076.8,157.8,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,12455.6,80.6,Đông Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận Tân Phú,10791.8,92.0,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3866.7,52.4,Tây,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,7322.4,137.8,,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,9608.7,82.1,Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4375.8,56.3,Tây,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,9857.6,141.2,Tây,,,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3215.3,43.8,Đông Bắc,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,4260.3,34.6,Đông,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,10102.7,83.3,Tây,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,13423.3,69.9,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4458.7,58.1,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,6658.4,,,,3,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,6571.4,38.9,Đông,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5548.9,98.8,Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,12247.2,104.9,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5089.2,63.0,Đông Bắc,,2,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,11421.4,99.0,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận Tân Phú,5761.5,57.5,Bắc,,,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3977.4,109.6,Tây,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,12945.0,115.5,,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,7530.8,91.6,Tây Bắc,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,7536.6,79.6,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,9277.5,94.5,Đông,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5383.1,,Tây Bắc,,2,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,8346.9,65.9,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,7181.5,110.9,,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,8008.0,71.7,Tây Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,13117.9,111.2,,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,8176.9,69.0,,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5398.6,46.9,Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4053.8,91.0,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,10545.1,79.8,Đông Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,7391.5,97.5,,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5572.0,43.9,Tây,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,8371.0,67.6,Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2684.6,88.4,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6878.7,63.8,Tây,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,14149.1,119.5,,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,10927.6,108.8,Đông,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10453.2,97.0,,,3,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,8198.4,156.3,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7552.5,105.2,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,10424.3,108.3,Đông Bắc,,4,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4788.5,56.4,Tây,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4616.1,58.7,Tây Bắc,,1,1,
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận 2,11215.9,119.1,Đông Nam,,,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,13893.8,115.3,Đông Bắc,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2701.6,,Tây Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,8015.3,97.2,Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,7638.2,84.8,Tây Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7340.7,102.6,Tây Nam,,,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,10649.1,89.8,,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,15471.7,73.4,Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,7509.3,,Đông,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4533.2,46.3,Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10306.5,117.6,Tây,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,9585.1,101.2,Nam,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5783.3,48.5,Tây Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,8069.7,91.8,Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,13197.0,105.6,Đông,,4,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,8008.7,90.7,Đông Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4217.7,40.9,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,6414.8,53.8,Đông Bắc,,2,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,7311.6,84.0,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3475.3,63.7,Đông,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,9644.9,69.5,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Huyện Bình Chánh,8878.9,137.7,,,4,3,Đang chờ sổ
